Nomer,IDKostumer,Nama,NilaiKredit,Provinsi,JenisKelamin,Umur,tenor,saldo,jumlahProduk,PunyaKartuKredit,NasabahAktif,PerkiraanPendapatan,TutupRekening
2912,15704987,YEKTI ANDAYANI,649,DKI Jakarta,Perempuan,52,8,4911375000,1,1,0,4185843000,0
2913,15628972,JENNYARI,699,Jawa Tengah,Perempuan,32,1,12390622000,3,1,1,12744382000,1
2914,15697686,HJ MUROH,787,DKI Jakarta,Laki-Laki,40,6,0,2,1,1,8415198000,0
2915,15733883,ROHAYA,604,DKI Jakarta,Perempuan,28,7,0,2,0,0,5859564000,0
2916,15617482,NOVARILTA WELADONA,489,Jawa Tengah,Perempuan,52,1,13144151000,1,1,0,3724011000,1
2917,15704583,DIANA SISFARENI,651,DKI Jakarta,Perempuan,56,2,0,1,1,0,11452268000,1
2918,15621083,AHMAD SYARIFUDIN,698,DKI Jakarta,Laki-Laki,57,6,13632548000,2,1,1,7254927000,1
2919,15649487,NANGGALA SUGANDHI,578,Jawa Tengah,Laki-Laki,38,4,11315044000,2,1,0,17671259000,1
2920,15736760,SRI AGUSTINA,538,Jawa Barat,Perempuan,42,9,0,1,0,0,15285596000,0
2921,15714658,DARSAH,696,DKI Jakarta,Laki-Laki,33,4,0,2,1,1,7337165000,0
2922,15599081,MISNATI,507,Jawa Tengah,Perempuan,46,8,10278516000,1,1,1,7032368000,0
2923,15705113,SUMIRATNO,685,Jawa Barat,Laki-Laki,34,6,8326428000,1,0,0,966328000,0
2924,15631159,MUHAMMAD SALMAN ARRIFQY,705,Jawa Tengah,Laki-Laki,41,4,7225264000,2,1,1,14251466000,0
2925,15792818,WENI NURFADILLAH,499,Jawa Tengah,Perempuan,29,6,14805152000,1,1,0,11862394000,0
2926,15633531,BUSERI CHASAN,717,DKI Jakarta,Laki-Laki,76,9,13848966000,1,1,1,6840014000,0
2927,15744529,RAMADANIS,510,DKI Jakarta,Laki-Laki,63,8,0,2,1,1,11529186000,0
2928,15669656,ASTUTI,632,DKI Jakarta,Perempuan,32,6,11158933000,1,1,1,17038299000,0
2929,15581198,DRS A TACHTI MALLONGI,668,Jawa Tengah,Laki-Laki,39,0,12210479000,1,1,0,11294667000,1
2930,15729054,E SUBAGIO,744,Jawa Tengah,Laki-Laki,32,4,9610683000,1,1,1,7981277000,0
2931,15573452,MUHAMMAD FACHRISA ALWI,663,Jawa Tengah,Laki-Laki,42,7,11593087000,1,1,0,1986278000,0
2932,15776733,JEMMY TANTRA,638,Jawa Tengah,Laki-Laki,37,7,12451366000,2,1,0,15861089000,0
2933,15724858,NIKEN TANIA LINGGAR DINI,688,DKI Jakarta,Perempuan,54,9,0,1,1,0,19121263000,1
2934,15713144,AMSAR,588,Jawa Barat,Laki-Laki,46,8,0,1,1,0,6193121000,0
2935,15690188,SHERGINO,631,DKI Jakarta,Laki-Laki,33,7,0,1,1,1,5804302000,1
2936,15689425,NASTYAZKA SUBAKTI,687,Jawa Barat,Perempuan,35,8,10098839000,2,1,0,2224727000,0
2937,15671766,YUNISARA,599,DKI Jakarta,Perempuan,44,10,11857724000,1,1,1,3144852000,0
2938,15782806,LIOE MIE LIAN,718,Jawa Barat,Perempuan,28,6,0,2,1,0,14687586000,0
2939,15764419,BAY SUBARKAH,730,DKI Jakarta,Laki-Laki,27,5,0,2,1,1,11608193000,0
2940,15591915,KHAIRUL ZAMAN,533,DKI Jakarta,Laki-Laki,39,2,0,1,0,1,7366994000,1
2941,15772798,TAN MIKO,711,Jawa Barat,Laki-Laki,28,5,0,2,1,1,9395996000,0
2942,15792008,WASTINI,555,Jawa Barat,Perempuan,26,9,0,2,0,1,15891803000,0
2943,15715541,DWI WAHYUNINGSIH,850,DKI Jakarta,Perempuan,42,9,11331111000,1,1,1,19819375000,0
2944,15639277,SUPARMIN,678,DKI Jakarta,Laki-Laki,41,9,0,1,0,0,1316003000,0
2945,15798850,ISMAIL,576,DKI Jakarta,Laki-Laki,32,7,0,2,1,0,466091000,0
2946,15776348,HENDRA,835,Jawa Tengah,Laki-Laki,20,4,12436542000,1,0,0,18019774000,1
2947,15727696,JEFRI,592,DKI Jakarta,Laki-Laki,42,1,14724929000,2,1,1,6302302000,0
2948,15793813,TEGUH AVIANTO,774,DKI Jakarta,Laki-Laki,36,7,10368819000,1,0,1,11897174000,0
2949,15694395,A TONI,620,DKI Jakarta,Laki-Laki,29,1,13874024000,2,0,0,15470061000,0
2950,15764195,NOVENTRI,519,Jawa Barat,Laki-Laki,39,4,11190014000,1,1,1,9757717000,0
2951,15744919,NURAINA,734,Jawa Barat,Perempuan,37,0,15276024000,1,1,1,489905000,0
2952,15671655,RA IBRAHIM HANAFIAH,763,Jawa Tengah,Laki-Laki,31,7,1439663000,2,1,1,14026296000,1
2953,15654901,YULIYANTI,733,DKI Jakarta,Perempuan,51,10,14155696000,1,1,0,13018953000,0
2954,15649136,EDISON SARAGIH,650,DKI Jakarta,Laki-Laki,43,6,0,2,1,1,1630191000,0
2955,15775562,JAMALUDIN,538,DKI Jakarta,Laki-Laki,33,5,0,2,1,0,12696241000,0
2956,15807481,NURMIS,577,DKI Jakarta,Perempuan,46,1,0,1,1,1,15875053000,0
2957,15642885,R PANDJI SETIJO SH,792,DKI Jakarta,Laki-Laki,30,8,0,2,1,0,1996442000,0
2958,15789109,JOKO MULYONO,686,DKI Jakarta,Laki-Laki,41,10,0,1,1,1,14427271000,1
2959,15814004,JIMMI PARDEDE,589,DKI Jakarta,Laki-Laki,29,2,0,2,0,1,9832027000,0
2960,15673619,MASRUROH,530,DKI Jakarta,Perempuan,25,9,16256032000,1,1,0,6412903000,0
2961,15595135,SUJADI M NURGRAHA STP MM,778,Jawa Tengah,Laki-Laki,29,7,12322946000,1,1,0,18122109000,0
2962,15583681,JAMRONI,616,Jawa Barat,Laki-Laki,31,7,7666571000,2,1,1,16380908000,0
2963,15605000,HADI,550,DKI Jakarta,Laki-Laki,38,9,14027899000,3,1,1,17145706000,1
2964,15718071,LIOE ANDI,655,DKI Jakarta,Laki-Laki,51,3,0,2,0,1,1580102000,0
2965,15679760,T JOHANES MOESONO,721,DKI Jakarta,Laki-Laki,46,1,11576432000,2,0,0,10295079000,0
2966,15654574,YULIANTO,499,Jawa Tengah,Laki-Laki,36,5,13114253000,2,1,0,17491846000,0
2967,15577178,SRI UTAMI,511,DKI Jakarta,Perempuan,45,5,6837527000,1,1,0,19316025000,1
2968,15595324,NITA DEWI JAYANTI,579,Jawa Tengah,Perempuan,39,5,1178333000,3,0,0,5831000,1
2969,15756932,LIVANIA JULIA,696,Jawa Barat,Perempuan,36,7,0,2,1,1,8229859000,0
2970,15726358,SUI THIAM,681,DKI Jakarta,Laki-Laki,34,7,0,2,0,0,13068659000,0
2971,15595228,DITYA ANGGARDA KAMESWARA,815,DKI Jakarta,Laki-Laki,45,7,0,1,0,1,5288523000,1
2972,15782530,NURLAELAH,681,Jawa Barat,Perempuan,30,2,11109301000,1,1,0,6898599000,0
2973,15592877,MARYATIH,641,Jawa Barat,Perempuan,42,9,13265755000,1,1,0,3536719000,0
2974,15651983,ANWAR BUDI SANTOSO,591,DKI Jakarta,Laki-Laki,56,9,12888249000,1,1,1,19624194000,1
2975,15746737,MAURINE,565,Jawa Tengah,Perempuan,59,9,6912959000,1,1,1,17070553000,0
2976,15774179,ALEXANDER SISWANTO,487,DKI Jakarta,Laki-Laki,37,6,0,2,1,1,12647741000,0
2977,15667265,PAULA ANGELINA,729,DKI Jakarta,Perempuan,39,4,12140464000,1,1,1,15961817000,0
2978,15655123,LENA PURNAMA,505,Jawa Barat,Perempuan,45,9,1313553000,3,1,0,19539533000,1
2979,15595917,SYAHRIR SYAM,580,DKI Jakarta,Laki-Laki,35,1,10209733000,1,0,1,16828585000,0
2980,15668385,MARYANA,642,DKI Jakarta,Perempuan,40,1,15486315000,1,1,1,13805251000,0
2981,15709476,DWIYANI PRIHATINI,850,Jawa Barat,Perempuan,41,3,9994593000,2,1,0,7117931000,0
2982,15711218,BADRIYAH,616,Jawa Tengah,Perempuan,39,2,12170432000,2,1,0,555563000,0
2983,15798659,IR AGUS SETYONO  MSI,526,Jawa Barat,Laki-Laki,43,3,0,2,1,0,3170519000,0
2984,15663939,MUHAMMAD ILHAM,523,Jawa Tengah,Laki-Laki,35,8,13878276000,1,1,1,18611893000,0
2985,15694946,SURIA ANTONO,663,DKI Jakarta,Laki-Laki,35,9,0,2,1,1,19558028000,0
2986,15631912,LISTIAWATI,840,DKI Jakarta,Perempuan,30,8,13629171000,1,1,0,5411338000,0
2987,15768816,HELNI SALAM,570,Jawa Tengah,Laki-Laki,42,0,10785657000,2,1,0,12752884000,0
2988,15682268,DEDE CHANDRA,676,Jawa Tengah,Laki-Laki,26,1,10834866000,1,0,0,6023174000,1
2989,15684801,SRI HARTATIK,689,DKI Jakarta,Perempuan,47,1,9387195000,3,1,0,15687842000,1
2990,15636428,SERRAH AFRILIANI,703,Jawa Barat,Perempuan,45,1,0,1,1,0,18278411000,1
2991,15809823,BRYAN TEJA,491,Jawa Tengah,Laki-Laki,19,2,1258602000,1,0,0,1296905000,0
2992,15699284,SELVI SETYAWATI,584,DKI Jakarta,Perempuan,49,8,17271344000,1,1,0,11386081000,0
2993,15786993,MARWAN,810,DKI Jakarta,Laki-Laki,51,5,0,2,0,1,18452474000,0
2994,15709441,SIENTJE MANTIRI SOESITO,745,Jawa Barat,Perempuan,59,8,0,1,1,1,3612498000,0
2995,15710257,DRS ABDUL AZIZ TAHAR,625,DKI Jakarta,Laki-Laki,39,3,13078692000,1,0,1,12131607000,0
2996,15582492,MAULIDA SYAPUTRI,535,DKI Jakarta,Perempuan,29,2,11236734000,1,1,0,18563076000,0
2997,15575694,NOVI OKTAVIANTI,729,Jawa Barat,Perempuan,45,7,9109106000,2,1,0,7113312000,0
2998,15756820,VERONIKA APRIANTY,655,DKI Jakarta,Perempuan,26,7,1061985000,1,0,1,3202042000,0
2999,15766289,MAHNUS,751,DKI Jakarta,Laki-Laki,47,5,14266993000,2,1,0,16276096000,0
3000,15593014,JUNAIDI,525,DKI Jakarta,Laki-Laki,33,1,11283335000,1,0,1,17517856000,0
3001,15584545,FITRIAH,532,DKI Jakarta,Perempuan,40,5,0,2,0,1,17709971000,0
3002,15675949,NUR ALAMSYAH,696,Jawa Barat,Laki-Laki,43,4,0,2,1,1,6640637000,0
3003,15672091,ANI MARYANI,786,Jawa Tengah,Perempuan,32,2,10433643000,2,0,0,5955981000,0
3004,15801658,NY PINTA SITINDJAK S SH,580,DKI Jakarta,Perempuan,55,6,10430574000,1,0,1,17575021000,0
3005,15706185,RIKI FADILAH,596,Jawa Tengah,Laki-Laki,47,5,1401871000,2,1,1,1743113000,0
3006,15789863,AMIN NJOTOPRANOTO,683,DKI Jakarta,Laki-Laki,39,4,0,2,1,0,17171681000,0
3007,15720943,DARMINI,747,DKI Jakarta,Perempuan,45,1,11495912000,1,1,0,18936239000,1
3008,15697997,JEKSON NAINGGOLAN,602,DKI Jakarta,Laki-Laki,33,5,16470438000,1,0,1,1807161000,1
3009,15665416,TIHANAH,779,DKI Jakarta,Perempuan,62,10,11909655000,1,0,1,11697789000,0
3010,15660200,H  MUHAMAD,551,DKI Jakarta,Laki-Laki,31,1,0,2,1,1,18510544000,0
3011,15619653,WAHANA MUGI LAKSANA,666,DKI Jakarta,Laki-Laki,47,2,0,1,1,0,3504697000,1
3012,15773447,KHORIYAH DAULAY,526,Jawa Barat,Perempuan,30,8,0,1,1,0,36251000,0
3013,15739160,MAYANG PERMATASARI,849,DKI Jakarta,Perempuan,41,9,11546528000,1,1,0,1031745000,0
3014,15689237,WIDIA ENGGRAINI,471,DKI Jakarta,Perempuan,27,4,0,2,1,0,12264209000,0
3015,15679297,MIFTACHUL HUDASIWI S SI,628,Jawa Barat,Laki-Laki,43,3,18492661000,1,1,0,12293757000,0
3016,15591433,AR-RAUFIAH RAHARTI,674,Jawa Tengah,Perempuan,43,8,8595788000,2,1,0,875739000,0
3017,15642725,FANY SETIAWAN,797,DKI Jakarta,Perempuan,32,10,1140846000,1,0,1,12578229000,0
3018,15701962,ROSMANY ARIEF,590,Jawa Barat,Perempuan,29,2,16693076000,2,1,0,12248773000,0
3019,15811613,FATIMAH,588,DKI Jakarta,Perempuan,27,8,0,1,1,0,2006638000,0
3020,15741049,MASRI TANJUNG,577,DKI Jakarta,Laki-Laki,29,7,0,2,1,1,5547315000,0
3021,15724423,RISA CHAIRANI,571,DKI Jakarta,Perempuan,38,6,10719382000,2,0,0,3896294000,0
3022,15574305,ADELINA SHINTA WARDHANY,680,DKI Jakarta,Perempuan,36,3,11627512000,1,1,1,637958000,0
3023,15678168,E  RUSNAWATI,648,Jawa Barat,Perempuan,27,7,0,2,1,1,16306043000,0
3024,15697020,SAHUDIN,618,DKI Jakarta,Laki-Laki,39,2,9106856000,1,1,0,2657869000,0
3025,15610801,DR ALEXANDRA J SALIM,648,Jawa Tengah,Perempuan,41,5,12304921000,1,0,1,506676000,0
3026,15745232,IBNU MUDZAKIR AL ROSYID,759,DKI Jakarta,Laki-Laki,39,6,0,2,1,1,14049767000,0
3027,15722758,RIZAL,585,DKI Jakarta,Laki-Laki,40,7,0,2,0,0,14615698000,0
3028,15792102,SANTI AGUSTINI,774,DKI Jakarta,Perempuan,42,3,13778165000,1,0,0,19931619000,0
3029,15675185,MARGARET LILI,697,Jawa Tengah,Perempuan,48,2,10812896000,2,1,1,10394437000,0
3030,15801247,ARTI ISHAK DJUARSA,605,Jawa Barat,Perempuan,39,10,10531773000,2,1,0,13802136000,0
3031,15725660,MAHPUDIN,676,DKI Jakarta,Laki-Laki,20,1,8056973000,1,0,0,6862198000,0
3032,15638963,DEFI PURNAMASARI,678,DKI Jakarta,Perempuan,22,4,17485289000,1,1,1,2814906000,0
3033,15800061,ODIET DESWANTO,495,Jawa Barat,Laki-Laki,45,3,8915894000,3,1,0,13516976000,1
3034,15578006,ACHMAD YAMIN,787,DKI Jakarta,Laki-Laki,85,10,0,2,1,1,11653796000,0
3035,15668504,SRI RAHAYU,770,DKI Jakarta,Perempuan,36,2,8980014000,1,1,1,10592269000,0
3036,15687491,MELANIE OCTAVIA,817,Jawa Tengah,Perempuan,45,9,10120775000,1,0,0,8821112000,1
3037,15610403,MUSLIMAH,659,DKI Jakarta,Perempuan,43,1,10608642000,2,1,0,2690063000,0
3038,15741094,KHAIRULRIZKI,693,DKI Jakarta,Laki-Laki,21,1,0,2,1,1,349402000,0
3039,15807909,MARIANNA SINTIA,744,DKI Jakarta,Perempuan,47,9,0,2,1,0,11316317000,0
3040,15666141,HIDAYAH R KURNIA S,829,Jawa Barat,Perempuan,26,8,10144036000,2,1,1,193245000,0
3041,15617134,FITRIYANTI,716,DKI Jakarta,Perempuan,38,4,0,2,1,0,1896787000,0
3042,15783029,RONNY,671,DKI Jakarta,Laki-Laki,34,7,10660374000,2,1,1,2638771000,0
3043,15622833,NATALYNA G,835,Jawa Tengah,Perempuan,29,10,1304202000,2,0,0,10627655000,0
3044,15746422,YOFI,636,DKI Jakarta,Laki-Laki,38,1,0,1,1,0,4501538000,0
3045,15750839,ANDI SAPUTRA,649,Jawa Barat,Laki-Laki,29,2,4502223000,1,1,1,17349577000,0
3046,15749130,DJUMI,621,Jawa Tengah,Perempuan,27,1,7429843000,1,1,1,5258196000,0
3047,15779862,TEDDY SUMINTAJUDIN,658,Jawa Tengah,Laki-Laki,31,3,13300303000,1,0,1,14633927000,1
3048,15767871,FAUZIAH,784,Jawa Barat,Perempuan,48,7,0,2,1,1,18260997000,0
3049,15679651,NUR AKMAL M ,783,Jawa Barat,Laki-Laki,37,1,13668966000,1,1,0,19789065000,0
3050,15576219,SEPTIANDI SAPUTRA,615,DKI Jakarta,Laki-Laki,32,4,0,2,1,1,622563000,0
3051,15699247,MISRUL AZIZ,791,DKI Jakarta,Laki-Laki,44,5,0,2,1,1,12397786000,1
3052,15619087,GABRIELLA DJOHAN,762,DKI Jakarta,Perempuan,53,1,10252037000,1,1,1,1701954000,0
3053,15605327,SALBINI,607,DKI Jakarta,Laki-Laki,35,2,0,2,1,1,1141903000,0
3054,15610140,ANANDA MELA NOVI MANURUNG,601,DKI Jakarta,Perempuan,34,5,0,2,1,0,2702257000,0
3055,15791174,ALIPAH,540,Jawa Barat,Perempuan,67,1,8838201000,1,0,1,59457000,0
3056,15602373,MARCELLA PRATAMA,812,DKI Jakarta,Perempuan,44,4,11504915000,2,1,0,16503841000,0
3057,15762605,LUSIAMAH,685,DKI Jakarta,Perempuan,58,1,10479654000,1,1,1,15418141000,0
3058,15598840,JOCELINE EDWINA TEJA,680,DKI Jakarta,Perempuan,33,1,12308208000,1,1,0,13496098000,0
3059,15744279,REBECCA WINAYAH,680,Jawa Barat,Perempuan,58,8,0,2,1,1,657085000,0
3060,15670619,MAIMUN,631,DKI Jakarta,Perempuan,33,8,0,2,0,0,11737422000,0
3061,15599533,TIKA JASADIPURA,569,DKI Jakarta,Laki-Laki,43,7,0,2,1,1,7770319000,0
3062,15757837,WALUYO SEDJATI SH,584,Jawa Tengah,Laki-Laki,33,3,8831148000,2,1,1,17765138000,0
3063,15697574,SA'ADI,582,DKI Jakarta,Laki-Laki,40,9,0,3,1,1,6095445000,0
3064,15578738,RENDY RAMA FITRIAN,609,DKI Jakarta,Laki-Laki,32,7,7187219000,1,1,1,1519249000,0
3065,15762228,GOUW ANTONY,506,Jawa Barat,Laki-Laki,35,6,11004693000,2,1,0,2631873000,0
3066,15614827,SITI MAIMUNAH,503,DKI Jakarta,Perempuan,42,8,10443008000,1,1,1,14755771000,0
3067,15789815,JUMRAN PALUALA,503,DKI Jakarta,Laki-Laki,28,5,0,2,1,0,12591817000,0
3068,15579781,NATALINUS SETIAWAN DJUHARI,806,Jawa Tengah,Laki-Laki,31,10,13865351000,1,1,0,19080337000,0
3069,15587013,HANGGRAENY BETHAVIANA M ,653,DKI Jakarta,Perempuan,31,7,10257504000,1,1,1,1104354000,0
3070,15570932,TARSINAH,666,DKI Jakarta,Perempuan,43,7,13778074000,2,1,1,11910005000,1
3071,15794661,SUPARTI,674,Jawa Barat,Perempuan,32,2,0,2,1,0,14057917000,0
3072,15581654,DEMAK FARIS HUTAPEA,798,DKI Jakarta,Laki-Laki,32,7,0,2,0,1,3773195000,0
3073,15644296,MIMIN,740,DKI Jakarta,Perempuan,30,8,10520954000,1,1,0,185258000,0
3074,15614420,NURHIDAYAT,531,Jawa Tengah,Laki-Laki,32,0,10957021000,2,1,1,17204984000,0
3075,15609653,GEIS ASSEGAF,614,Jawa Tengah,Laki-Laki,44,6,11871586000,1,1,0,13359111000,1
3076,15594577,ANDREE ANDI,556,DKI Jakarta,Laki-Laki,35,10,0,2,1,1,19275118000,0
3077,15584114,R DEDY KUNTADI,678,Jawa Tengah,Laki-Laki,43,2,15339318000,2,1,1,19382827000,0
3078,15673367,LISTIAWATI,587,Jawa Tengah,Perempuan,33,6,13260336000,1,1,0,5577572000,0
3079,15685576,MURSIDI,527,Jawa Barat,Laki-Laki,36,6,0,2,1,1,10228029000,0
3080,15774727,SUHERTIKA BT SUGANDA,757,Jawa Tengah,Perempuan,34,1,12939801000,2,0,0,4496544000,0
3081,15694288,ELFRIDA,468,Jawa Barat,Perempuan,28,3,0,2,1,0,17066102000,0
3082,15603319,ESTER ANRIYANI,693,DKI Jakarta,Perempuan,29,2,15135274000,1,0,0,19714589000,0
3083,15759066,LIM LIP ENG,483,DKI Jakarta,Laki-Laki,44,5,13683649000,1,1,0,1923599000,1
3084,15814816,MARCELINUS MARK SIMONATA,466,DKI Jakarta,Laki-Laki,40,4,9159206000,1,1,0,14121018000,1
3085,15724402,F A D L Y,770,DKI Jakarta,Laki-Laki,30,8,0,2,1,0,10055703000,0
3086,15571059,AFRIZAL,734,DKI Jakarta,Laki-Laki,54,3,0,1,1,0,13080554000,1
3087,15674206,MIECO HATNOWO,716,DKI Jakarta,Laki-Laki,22,8,0,2,1,1,9260698000,0
3088,15715160,YAHYA BIN SALIM SH,439,DKI Jakarta,Laki-Laki,36,2,16553628000,2,1,1,12395683000,0
3089,15730448,LARASATI,538,Jawa Tengah,Perempuan,25,5,6248295000,1,1,1,10275843000,0
3090,15662067,MUCHIYAR,743,DKI Jakarta,Laki-Laki,40,8,6815559000,1,1,0,9487665000,0
3091,15779581,HARY MUGIHARDJO,734,Jawa Barat,Laki-Laki,43,3,5585333000,2,0,1,9481185000,1
3092,15662901,FERRY FERNANDES,656,DKI Jakarta,Laki-Laki,37,2,0,2,0,1,6784081000,0
3093,15689751,SUKARDINATA,666,DKI Jakarta,Laki-Laki,31,2,7958943000,1,0,0,405057000,0
3094,15667742,LANAVIA IRAWATI,627,Jawa Barat,Perempuan,41,5,10088076000,1,0,1,13466525000,0
3095,15738448,AMAT RAHMAT,480,Jawa Tengah,Laki-Laki,25,3,17433035000,2,0,0,18164713000,0
3096,15680243,HAMDANI,792,DKI Jakarta,Laki-Laki,19,7,14339051000,1,1,0,3328284000,0
3097,15745083,ANAH,613,Jawa Tengah,Perempuan,59,8,9141576000,1,0,0,27965000,1
3098,15708228,MURYATI,476,Jawa Tengah,Perempuan,30,3,13436642000,1,1,0,6834353000,0
3099,15628523,EKA PUTRA,539,DKI Jakarta,Laki-Laki,24,3,0,2,1,1,19816107000,0
3100,15708196,SOBRINA LIDIYANTI,696,Jawa Barat,Perempuan,60,8,8878681000,1,1,1,1968584000,0
3101,15735549,ARIP SANGKUNIADI,810,Jawa Tengah,Laki-Laki,35,3,9681446000,2,1,1,12051103000,0
3102,15809347,HILDA NOVITA WIJAYA,763,Jawa Tengah,Perempuan,32,9,16068041000,1,1,0,3088635000,0
3103,15660866,SOERASTRI HARSOJO,640,DKI Jakarta,Perempuan,29,3,0,2,1,0,274369000,0
3104,15766609,MAS'AMAH,655,DKI Jakarta,Perempuan,47,10,0,2,1,0,16777862000,0
3105,15654230,MA'MUN,526,Jawa Tengah,Laki-Laki,31,5,14553721000,1,1,0,13240464000,0
3106,15794566,UNEF BUDIMAN,678,DKI Jakarta,Laki-Laki,28,4,0,2,1,1,14442317000,1
3107,15800890,SARAS NURFITRIANA,554,DKI Jakarta,Perempuan,45,6,0,2,1,1,1812045000,0
3108,15697424,FIRMANSYAH,597,Jawa Barat,Laki-Laki,30,2,11937011000,1,1,1,18272622000,1
3109,15724536,CHAIRUNISAH,560,Jawa Barat,Perempuan,28,1,0,2,1,1,12088072000,0
3110,15735878,MOMO SUTARNO,850,Jawa Tengah,Laki-Laki,47,10,13438152000,1,0,0,2681289000,1
3111,15707596,ENDRA EFFENDI,546,Jawa Tengah,Laki-Laki,74,8,11488874000,2,1,1,6673263000,1
3112,15657163,ROBY SHERMAN,623,Jawa Tengah,Laki-Laki,42,1,14933248000,2,1,0,10083422000,0
3113,15622478,SARKIM,698,DKI Jakarta,Laki-Laki,40,7,10506174000,3,1,0,10781531000,1
3114,15779529,DENI INDRA JAYA,620,DKI Jakarta,Laki-Laki,32,7,0,2,1,1,3466579000,0
3115,15636023,YANES AHMAD,619,DKI Jakarta,Laki-Laki,40,10,0,1,1,1,14709384000,1
3116,15582066,SYAMARIMAH,561,DKI Jakarta,Perempuan,21,4,0,1,1,1,3694235000,0
3117,15666675,PETRUS DARMAWAN DJUHRI,753,DKI Jakarta,Laki-Laki,39,7,1550628000,1,1,1,1646077000,0
3118,15732987,MUHAMMAD DEVI,721,Jawa Barat,Laki-Laki,43,3,8879834000,1,0,0,4561063000,0
3119,15789432,NURHASANAH,451,DKI Jakarta,Perempuan,33,6,0,2,1,0,18495411000,0
3120,15663161,DWI YULIARTONO,680,Jawa Tengah,Laki-Laki,51,5,14313987000,1,0,0,4779543000,1
3121,15694879,PUJI AMBARWATI,590,Jawa Barat,Perempuan,23,7,0,2,1,0,1967899000,0
3122,15593715,HERU PRABOWO,634,Jawa Tengah,Laki-Laki,27,3,10702752000,1,1,0,17342568000,0
3123,15575002,SUNU BUDIANTA,676,DKI Jakarta,Laki-Laki,29,4,14072093000,1,1,0,3622118000,0
3124,15622171,IR FERDINAND H GIAM,642,DKI Jakarta,Laki-Laki,30,8,8096457000,2,1,0,1747382000,0
3125,15795224,AZWAR LUBIS,760,DKI Jakarta,Laki-Laki,39,6,17858546000,1,1,0,671313000,1
3126,15685346,FERAENI SE,736,Jawa Barat,Perempuan,26,4,13588913000,1,1,1,16569203000,0
3127,15691808,DRS RUDIJANTO BOENTORO,656,DKI Jakarta,Laki-Laki,43,7,13491985000,1,1,0,19469195000,0
3128,15721007,MARIANA,776,Jawa Tengah,Perempuan,33,8,11513034000,1,0,0,1295255000,1
3129,15794253,MARCO TJANDRA,832,Jawa Barat,Laki-Laki,34,6,13819013000,2,0,1,1465112000,0
3130,15694453,H SUN'AH,631,Jawa Tengah,Perempuan,37,9,13151949000,2,1,1,5175218000,0
3131,15813113,LAURENTIUS WAHYUDI,795,Jawa Barat,Laki-Laki,56,5,0,1,1,0,3541869000,1
3132,15614187,RINI SARI RAHARDJO,648,Jawa Tengah,Perempuan,39,3,12693598000,2,0,1,5799574000,0
3133,15619407,INDRA SJARIF,615,DKI Jakarta,Laki-Laki,39,4,13370709000,1,1,1,10815275000,0
3134,15646227,SYAHRUL RHOMDONY,682,DKI Jakarta,Laki-Laki,27,1,978932000,1,1,0,16614498000,0
3135,15660541,AHMAD MA BADIN CHOIRUZZAMAN,694,DKI Jakarta,Laki-Laki,34,5,12790003000,1,1,0,1017378000,0
3136,15753874,WARNITI,694,DKI Jakarta,Perempuan,37,10,14383547000,1,0,1,3332671000,0
3137,15617877,M  TAUFIK,607,DKI Jakarta,Laki-Laki,44,0,0,2,1,1,8114009000,0
3138,15772073,ANDI DEBY OLIVIA SUHARTO,664,DKI Jakarta,Perempuan,48,10,0,1,1,0,14017317000,1
3139,15701537,NUR ASNIAR,756,DKI Jakarta,Perempuan,60,2,0,1,1,1,16651349000,1
3140,15736228,KOMARIAH,645,DKI Jakarta,Perempuan,40,3,12959677000,1,1,1,1032326000,0
3141,15780572,ASEP MULYANA,653,Jawa Barat,Laki-Laki,30,4,0,2,1,0,12073604000,0
3142,15769596,SUTRISNO,710,Jawa Tengah,Laki-Laki,24,2,11040744000,2,0,0,1583243000,1
3143,15586996,NADIAH,697,DKI Jakarta,Perempuan,76,7,0,2,0,1,18877245000,0
3144,15722061,NANA SUMARNA,619,Jawa Tengah,Laki-Laki,41,8,14201576000,2,1,0,11432366000,0
3145,15638003,HJ HALIPAH,648,Jawa Barat,Perempuan,55,1,8137007000,1,0,1,18153404000,0
3146,15775590,AHNA SUHARNA,482,Jawa Tengah,Laki-Laki,48,2,6932947000,1,0,0,10264052000,1
3147,15730688,PASHA FACHLEVI,548,DKI Jakarta,Laki-Laki,28,8,1167555000,2,1,1,15858517000,1
3148,15753102,MUSAFFAK,752,Jawa Barat,Laki-Laki,44,6,8387033000,1,1,0,17872224000,0
3149,15810075,LIM KON LIAN,648,DKI Jakarta,Perempuan,39,6,13069489000,2,1,1,15395538000,1
3150,15723373,YANTI HARYANTI,643,Jawa Barat,Perempuan,34,8,11745147000,1,1,0,6537486000,0
3151,15795298,FATMAL N W ,573,Jawa Tengah,Laki-Laki,35,9,20686878000,2,0,1,10298615000,0
3152,15584320,SUDIRMAN HASIBUAN,686,DKI Jakarta,Laki-Laki,39,3,11169562000,1,0,0,13664384000,0
3153,15724161,IRWAN,644,DKI Jakarta,Laki-Laki,40,9,13728526000,4,1,0,7706363000,1
3154,15750056,SAMSIYAH,702,DKI Jakarta,Perempuan,29,6,14921839000,1,1,1,963301000,0
3155,15609637,SYARIFUDIN,652,DKI Jakarta,Laki-Laki,51,7,0,2,0,1,4349636000,0
